locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Warszawa Bemowo,ul. Gołuchowska,2pok.,46m²,713 000,15 500,owner,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-goluchowska-2-pokojowe-k9q5z1,https://s2.adresowa.pl/oi/4b/2a/3a4cc0_56cc_cover-2-pokojowe-mieszkanie-warszawa-bemowo-ul-goluchowska.jpg
Warszawa Białołęka,ul. Aluzyjna,2pok.,45m²,599 000,13 311,owner,5 dni temu,7,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-aluzyjna-2-pokojowe-x3l7i8,https://s2.adresowa.pl/oi/32/64/3a6048_884d_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-aluzyjna.jpg
Warszawa Śródmieście,"al. Aleja ""Solidarności""",2pok.,54m²,1 053 000,19 500,owner,5 dni temu,10,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-al-aleja-solidarnosci-2-pokojowe-t4a8y5,https://s2.adresowa.pl/oi/16/6e/3a602e_d9f8_cover-2-pokojowe-mieszkanie-warszawa-srodmiescie-al-aleja-solidarnosci-.jpg
Warszawa Ursus,ul. Jana Marcina Szancera,2pok.,36m²,577 000,15 970,owner,5 dni temu,6,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-jana-marcina-szancera-2-pokojowe-q1h7q5,https://s2.adresowa.pl/oi/19/67/3a601e_b572_cover-2-pokojowe-mieszkanie-warszawa-ursus-ul-jana-marcina-szancera.jpg
Warszawa Ursus,ul. Skoroszewska,3pok.,69m²,1 099 000,15 976,owner,ponad tydzień temu,3,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-skoroszewska-3-pokojowe-o7o0o6,https://s2.adresowa.pl/oi/44/58/3a4c50_2783_cover-3-pokojowe-mieszkanie-warszawa-ursus-ul-skoroszewska.jpg
Warszawa Ochota,ul. Grójecka,1pok.,25m²,535 000,21 400,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-grojecka-1-pokoj-m9b0l1,https://s2.adresowa.pl/oi/6c/79/3a4c4a_c230_cover-1-pokojowe-mieszkanie-warszawa-ochota-ul-grojecka.jpg
Warszawa Bemowo,ul. Szeligowska,2pok.,47m²,800 000,16 849,owner,5 dni temu,17,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-szeligowska-2-pokojowe-z3q4w5,https://s2.adresowa.pl/oi/6b/3f/3a5fc4_5a69_cover-2-pokojowe-mieszkanie-warszawa-bemowo-ul-szeligowska.jpg
Warszawa Praga-Południe,ul. Zgierska,1pok.,16m²,420 000,26 250,owner,5 dni temu,7,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-zgierska-1-pokoj-x8l9x1,https://s2.adresowa.pl/oi/26/49/3a5f9e_4284_cover-1-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-zgierska.jpg
Warszawa Białołęka,ul. Jana Kowalczyka,1pok.,32m²,192 000,6 000,owner,5 dni temu,7,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-jana-kowalczyka-1-pokoj-q3f7v0,https://s2.adresowa.pl/oi/4b/79/3a5f5c_e9a9_cover-1-pokojowe-mieszkanie-warszawa-bialoleka-ul-jana-kowalczyka.jpg
Warszawa Białołęka,ul. Poetów,2pok.,41m²,595 000,14 583,owner,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-poetow-2-pokojowe-m7o1w4,https://s2.adresowa.pl/oi/24/48/3a4c48_ea6b_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-poetow.jpg
Warszawa Mokotów,ul. Antoniego Józefa Madalińskiego,1pok.,28m²,690 000,24 643,owner,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-antoniego-jozefa-madalinskiego-1-pokoj-x3j9u5,https://s2.adresowa.pl/oi/3c/39/3a4c42_ff72_cover-1-pokojowe-mieszkanie-warszawa-mokotow-ul-antoniego-jozefa-madalinskiego.jpg
Warszawa Mokotów,ul. Jaszowiecka,2pok.,32m²,840 000,26 250,owner,5 dni temu,15,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-jaszowiecka-2-pokojowe-c2u7i6,https://s2.adresowa.pl/oi/7c/64/3a5f24_9399_cover-2-pokojowe-mieszkanie-warszawa-mokotow-ul-jaszowiecka.jpg
Warszawa Ursus,,3pok.,70m²,1 280 000,18 286,owner,5 dni temu,8,https://adresowo.pl/o/mieszkanie-warszawa-ursus-3-pokojowe-70-m2-m7d8p9,https://s2.adresowa.pl/oi/31/7f/3a5ed8_b6a0_cover-3-pokojowe-mieszkanie-warszawa-ursus.jpg
Warszawa Śródmieście,ul. Grzybowska,2pok.,28m²,689 000,24 607,owner,5 dni temu,15,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-grzybowska-2-pokojowe-u0i6i8,https://s2.adresowa.pl/oi/39/4f/3a5ed0_543e_cover-2-pokojowe-mieszkanie-warszawa-srodmiescie-ul-grzybowska.jpg
Warszawa Białołęka,ul. Szumiących Traw,2pok.,58m²,649 000,11 211,owner,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-szumiacych-traw-2-pokojowe-k8q8f3,https://s2.adresowa.pl/oi/71/21/3a4c04_8b1f_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-szumiacych-traw.jpg
Warszawa Wilanów,ul. Księdza Prymasa Augusta Hlonda,2pok.,66m²,1 499 000,22 785,owner,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-ksiedza-prymasa-augusta-hlonda-2-pokojowe-p9v8e4,https://s2.adresowa.pl/oi/49/4a/3a4bfe_d31b_cover-2-pokojowe-mieszkanie-warszawa-wilanow-ul-ksiedza-prymasa-augusta-hlonda.jpg
Warszawa Białołęka,ul. Starej Gruszy,2pok.,52m²,699 000,13 442,owner,5 dni temu,6,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-starej-gruszy-2-pokojowe-w1d7f5,https://s2.adresowa.pl/oi/58/5d/3a5ebe_bdc2_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-starej-gruszy.jpg
Warszawa Mokotów,al. Wilanowska,2pok.,56m²,1 150 000,20 536,owner,5 dni temu,9,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-al-wilanowska-2-pokojowe-u3t0z5,https://s2.adresowa.pl/oi/4e/6d/3a5e5a_865f_cover-2-pokojowe-mieszkanie-warszawa-mokotow-al-wilanowska.jpg
Warszawa Białołęka,ul. Myśliborska,2pok.,38m²,630 000,16 791,owner,5 dni temu,20,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-mysliborska-2-pokojowe-z0t1w9,https://s2.adresowa.pl/oi/4d/58/3a5e4c_59b5_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-mysliborska.jpg
Warszawa Białołęka,ul. Skarbka z Gór,3pok.,57m²,801 000,14 100,owner,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-skarbka-z-gor-3-pokojowe-k6l9o7,https://s2.adresowa.pl/oi/23/74/3a4bfa_4b56_cover-3-pokojowe-mieszkanie-warszawa-bialoleka-ul-skarbka-z-gor.jpg
Warszawa Mokotów,ul. Piaseczyńska,3pok.,104m²,3 421 663,32 964,owner,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-piaseczynska-3-pokojowe-r2b5g8,https://s2.adresowa.pl/oi/36/2f/3a4bee_f153_cover-3-pokojowe-mieszkanie-warszawa-mokotow-ul-piaseczynska.jpg
Warszawa Wola,ul. Mroczna,3pok.,87m²,1 299 000,14 895,owner,5 dni temu,5,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-mroczna-3-pokojowe-n3v5q2,https://s2.adresowa.pl/oi/77/58/3a5e34_853c_cover-3-pokojowe-mieszkanie-warszawa-wola-ul-mroczna.jpg
Warszawa Bemowo,ul. Sternicza,2pok.,31m²,634 000,20 185,owner,5 dni temu,6,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-sternicza-2-pokojowe-s1k9z7,https://s2.adresowa.pl/oi/70/1d/3a5e08_dea8_cover-2-pokojowe-mieszkanie-warszawa-bemowo-ul-sternicza.jpg
Warszawa Śródmieście,ul. Elektoralna,2pok.,56m²,1 447 000,25 793,owner,5 dni temu,13,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-elektoralna-2-pokojowe-d6d7v0,https://s2.adresowa.pl/oi/10/55/3a5d4a_e799_cover-2-pokojowe-mieszkanie-warszawa-srodmiescie-ul-elektoralna.jpg
Warszawa Śródmieście,ul. Złota,1pok.,24m²,599 000,24 958,owner,ponad tydzień temu,4,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-zlota-1-pokoj-w8f2s1,https://s2.adresowa.pl/oi/25/4f/3a4b7c_891a_cover-1-pokojowe-mieszkanie-warszawa-srodmiescie-ul-zlota.jpg
Warszawa Białołęka,,2pok.,44m²,549 000,12 506,owner,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-2-pokojowe-43-m2-q6n9b4,https://s2.adresowa.pl/oi/3b/35/3a4760_9110_cover-2-pokojowe-mieszkanie-warszawa-bialoleka.jpg
Warszawa Wola,ul. Erazma Ciołka,2pok.,38m²,690 000,18 158,owner,5 dni temu,13,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-erazma-ciolka-2-pokojowe-e7n7n0,https://s2.adresowa.pl/oi/34/37/39ed32_50c6_cover-2-pokojowe-mieszkanie-warszawa-wola-ul-erazma-ciolka.jpg
Warszawa Wola,ul. Fort Wola,4pok.,67m²,1 450 000,21 772,owner,5 dni temu,11,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-fort-wola-4-pokojowe-q0c9y3,https://s2.adresowa.pl/oi/27/22/3a5d06_e036_cover-4-pokojowe-mieszkanie-warszawa-wola-ul-fort-wola.jpg
Warszawa Ochota,ul. Opaczewska,2pok.,56m²,950 000,16 964,owner,5 dni temu,8,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-opaczewska-2-pokojowe-q4s9m1,https://s2.adresowa.pl/oi/79/64/3a5cfa_f96c_cover-2-pokojowe-mieszkanie-warszawa-ochota-ul-opaczewska.jpg
Warszawa Śródmieście,ul. Zygmunta Słomińskiego,2pok.,59m²,1 525 000,25 935,owner,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-zygmunta-slominskiego-2-pokojowe-b0i6q2,https://s2.adresowa.pl/oi/47/43/3a4610_4f17_cover-2-pokojowe-mieszkanie-warszawa-srodmiescie-ul-zygmunta-slominskiego.jpg
Warszawa Wilanów,ul. Sejmu Czteroletniego,2pok.,41m²,849 000,20 463,owner,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-sejmu-czteroletniego-2-pokojowe-v5a2m2,https://s2.adresowa.pl/oi/2c/7e/3a4612_f744_cover-2-pokojowe-mieszkanie-warszawa-wilanow-ul-sejmu-czteroletniego.jpg
Warszawa Bródno,ul. Piotra Wysockiego,2pok.,37m²,625 000,16 892,owner,5 dni temu,8,https://adresowo.pl/o/mieszkanie-warszawa-brodno-ul-piotra-wysockiego-2-pokojowe-d4t1p5,https://s2.adresowa.pl/oi/3d/4e/3a5ce6_9e89_cover-2-pokojowe-mieszkanie-warszawa-brodno-ul-piotra-wysockiego.jpg
Warszawa Falenica,ul. Poematu,3pok.,62m²,1 010 000,16 290,owner,5 dni temu,6,https://adresowo.pl/o/mieszkanie-warszawa-falenica-ul-poematu-3-pokojowe-s8g2a6,https://s2.adresowa.pl/oi/74/4f/3a5ce2_4084_cover-3-pokojowe-mieszkanie-warszawa-falenica-ul-poematu.jpg
Warszawa Włochy,ul. Szybka,2pok.,35m²,820 000,23 482,owner,5 dni temu,17,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-szybka-2-pokojowe-u6g8s2,https://s2.adresowa.pl/oi/4b/62/3a5cce_c03e_cover-2-pokojowe-mieszkanie-warszawa-wlochy-ul-szybka.jpg
Warszawa,ul. Palestyńska,2pok.,47m²,626 000,13 319,owner,ponad tydzień temu,,https://adresowo.pl/o/mieszkanie-warszawa-ul-palestynska-2-pokojowe-t3c7w7,https://s2.adresowa.pl/oi/40/68/3a4602_ec75_cover-2-pokojowe-mieszkanie-warszawa-ul-palestynska.jpg
Warszawa Wola,ul. Stanisława Staszica,2pok.,35m²,730 000,20 857,owner,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-stanislawa-staszica-2-pokojowe-t0n8j1,https://s2.adresowa.pl/oi/1d/62/3a4538_b0c2_cover-2-pokojowe-mieszkanie-warszawa-wola-ul-stanislawa-staszica.jpg
Warszawa Wola,ul. Ludwiki,2pok.,50m²,990 000,19 800,owner,5 dni temu,8,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-ludwiki-2-pokojowe-d8m3k0,https://s2.adresowa.pl/oi/70/11/3a5cae_e1d3_cover-2-pokojowe-mieszkanie-warszawa-wola-ul-ludwiki.jpg
Warszawa Powiśle,ul. Okrąg,2pok.,38m²,765 000,19 984,owner,5 dni temu,8,https://adresowo.pl/o/mieszkanie-warszawa-powisle-ul-okrag-2-pokojowe-g4i7z2,https://s2.adresowa.pl/oi/11/76/3a5c88_7308_cover-2-pokojowe-mieszkanie-warszawa-powisle-ul-okrag.jpg
Warszawa Białołęka,ul. Myśliborska,2pok.,59m²,849 000,14 390,owner,5 dni temu,6,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-mysliborska-2-pokojowe-u0r3x3,https://s2.adresowa.pl/oi/4f/6f/3a5c5e_a758_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-mysliborska.jpg
Warszawa Praga,ul. Józefa Sierakowskiego,1pok.,35m²,970 000,27 347,owner,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-warszawa-praga-ul-jozefa-sierakowskiego-1-pokoj-b3o7r7,https://s2.adresowa.pl/oi/68/1d/3a4528_e888_cover-1-pokojowe-mieszkanie-warszawa-praga-ul-jozefa-sierakowskiego.jpg
Warszawa Śródmieście,"al. Aleja ""Solidarności""",2pok.,50m²,740 000,14 800,owner,ponad tydzień temu,4,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-al-aleja-solidarnosci-2-pokojowe-g0z4f7,https://s2.adresowa.pl/oi/6c/22/3a4520_7d76_cover-2-pokojowe-mieszkanie-warszawa-srodmiescie-al-aleja-solidarnosci-.jpg
Warszawa Bielany,ul. Antoniego Czechowa,3pok.,51m²,755 000,14 804,owner,5 dni temu,10,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-antoniego-czechowa-3-pokojowe-f6r4d8,https://s2.adresowa.pl/oi/75/27/3a5c28_a8e7_cover-3-pokojowe-mieszkanie-warszawa-bielany-ul-antoniego-czechowa.jpg
Warszawa Praga-Północ,ul. Wileńska,1pok.,37m²,554 999,15 164,owner,5 dni temu,4,https://adresowo.pl/o/mieszkanie-warszawa-praga-polnoc-ul-wilenska-1-pokoj-z9x0e4,https://s2.adresowa.pl/oi/1a/7f/3a5bd2_f663_cover-1-pokojowe-mieszkanie-warszawa-praga-polnoc-ul-wilenska.jpg
Warszawa Tarchomin,ul. Talarowa,3pok.,53m²,740 000,13 920,owner,5 dni temu,20,https://adresowo.pl/o/mieszkanie-warszawa-tarchomin-ul-talarowa-3-pokojowe-m3u4h8,https://s2.adresowa.pl/oi/71/4c/3a5bcc_ba26_cover-3-pokojowe-mieszkanie-warszawa-tarchomin-ul-talarowa.jpg
Warszawa Śródmieście,ul. Okrąg,2pok.,48m²,749 000,15 604,owner,ponad tydzień temu,3,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-okrag-2-pokojowe-b2j9k5,https://s2.adresowa.pl/oi/50/56/3a451c_68bc_cover-2-pokojowe-mieszkanie-warszawa-srodmiescie-ul-okrag.jpg
Warszawa Wola,ul. Leszno,2pok.,62m²,1 390 000,22 311,owner,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-leszno-2-pokojowe-i9e0k8,https://s2.adresowa.pl/oi/32/5b/3a450c_8102_cover-2-pokojowe-mieszkanie-warszawa-wola-ul-leszno.jpg
Warszawa Bielany,ul. Stefana Żeromskiego,3pok.,50m²,1 100 000,22 000,owner,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-stefana-zeromskiego-3-pokojowe-a3a7u3,https://s2.adresowa.pl/oi/4d/13/3a446a_df94_cover-3-pokojowe-mieszkanie-warszawa-bielany-ul-stefana-zeromskiego.jpg
Warszawa Stegny,ul. Batumi,2pok.,49m²,667 000,13 753,owner,5 dni temu,5,https://adresowo.pl/o/mieszkanie-warszawa-stegny-ul-batumi-2-pokojowe-y9u0i2,https://s2.adresowa.pl/oi/21/2a/3a5b96_b4bb_cover-2-pokojowe-mieszkanie-warszawa-stegny-ul-batumi.jpg
Warszawa Bielany,ul. Antoniego Magiera,2pok.,37m²,565 000,15 270,owner,6 dni temu,8,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-antoniego-magiera-2-pokojowe-e9o0s5,https://s2.adresowa.pl/oi/6d/2b/3a5b52_46ca_cover-2-pokojowe-mieszkanie-warszawa-bielany-ul-antoniego-magiera.jpg
,,,,,,unknown,,,https://adresowo.pl/mieszkania/warszawa/bemowo-g/,
Warszawa Ursynów,,2pok.,60m²,1 085 000,18 083,owner,6 dni temu,8,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-2-pokojowe-60-m2-o7f8i0,https://s2.adresowa.pl/oi/10/79/3a5b4e_fb84_cover-2-pokojowe-mieszkanie-warszawa-ursynow.jpg
,,,,,,unknown,,,,
,,,,,,unknown,,,,
Warszawa Ochota,ul. Uniwersytecka,1pok.,23m²,485 000,21 087,owner,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-uniwersytecka-1-pokoj-i2s3n0,https://s2.adresowa.pl/oi/7a/79/3a43f0_89a0_cover-1-pokojowe-mieszkanie-warszawa-ochota-ul-uniwersytecka.jpg
Warszawa Ursynów,ul. Dezyderego Adama Chłapowskiego,5pok.,120m²,2 390 000,19 917,owner,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-dezyderego-adama-chlapowskiego-5-pokojowe-p0z2k5,https://s2.adresowa.pl/oi/1c/79/3a43ee_b023_cover-5-pokojowe-mieszkanie-warszawa-ursynow-ul-dezyderego-adama-chlapowskiego.jpg
Warszawa Żoliborz,ul. Włościańska,2pok.,47m²,769 000,16 362,owner,6 dni temu,9,https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-wloscianska-2-pokojowe-r6j7i8,https://s2.adresowa.pl/oi/21/70/3a5a72_a94d_cover-2-pokojowe-mieszkanie-warszawa-zoliborz-ul-wloscianska.jpg
Warszawa Ochota,,1pok.,32m²,665 000,20 493,owner,6 dni temu,8,https://adresowo.pl/o/mieszkanie-warszawa-ochota-1-pokoj-32-m2-n8m0h4,https://s2.adresowa.pl/oi/24/4d/3a5aee_9947_cover-1-pokojowe-mieszkanie-warszawa-ochota.jpg
,,,,,,unknown,,,,
,,,,,,unknown,,,,
Warszawa Miedzeszyn,,1pok.,35m²,230 000,6 571,owner,6 dni temu,8,https://adresowo.pl/o/mieszkanie-warszawa-miedzeszyn-1-pokoj-35-m2-g7x1t6,https://s2.adresowa.pl/oi/6f/34/3a5a74_5ec6_cover-1-pokojowe-mieszkanie-warszawa-miedzeszyn.jpg
Warszawa Mokotów,ul. Wilanowska,2pok.,44m²,770 000,17 500,owner,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-wilanowska-2-pokojowe-f8c5k0,https://s2.adresowa.pl/oi/30/3d/3a43ec_c1ae_cover-2-pokojowe-mieszkanie-warszawa-mokotow-ul-wilanowska.jpg
Warszawa Wilanów,ul. Sarmacka,2pok.,64m²,1 271 500,19 992,owner,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-sarmacka-2-pokojowe-g6z1m3,https://s2.adresowa.pl/oi/7b/5a/3a43e6_5bf8_cover-2-pokojowe-mieszkanie-warszawa-wilanow-ul-sarmacka.jpg
Warszawa Białołęka,ul. Aluzyjna,3pok.,58m²,750 000,12 887,owner,6 dni temu,20,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-aluzyjna-3-pokojowe-j9k7b1,https://s2.adresowa.pl/oi/57/40/3a5a60_b6e3_cover-3-pokojowe-mieszkanie-warszawa-bialoleka-ul-aluzyjna.jpg
,,,,,,unknown,,,,
,,,,,,unknown,,,,
Warszawa Czyste,ul. Emila Zegadłowicza,3pok.,67m²,1 145 000,17 090,owner,6 dni temu,7,https://adresowo.pl/o/mieszkanie-warszawa-czyste-ul-emila-zegadlowicza-3-pokojowe-r1p5c3,https://s2.adresowa.pl/oi/66/3a/3a5a0e_7744_cover-3-pokojowe-mieszkanie-warszawa-czyste-ul-emila-zegadlowicza.jpg
Warszawa Bielany,ul. Władysława Broniewskiego,3pok.,51m²,650 000,12 745,owner,6 dni temu,9,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-wladyslawa-broniewskiego-3-pokojowe-x9l6j9,https://s2.adresowa.pl/oi/62/33/3a59f4_7e53_cover-3-pokojowe-mieszkanie-warszawa-bielany-ul-wladyslawa-broniewskiego.jpg
Warszawa Ochota,ul. Mołdawska,2pok.,28m²,587 000,20 964,owner,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-moldawska-2-pokojowe-m1u7p7,https://s2.adresowa.pl/oi/35/32/3a43e4_7143_cover-2-pokojowe-mieszkanie-warszawa-ochota-ul-moldawska.jpg
Warszawa Ochota,ul. Szczęśliwicka,3pok.,86m²,2 480 000,28 810,owner,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-szczesliwicka-3-pokojowe-r9d9z3,https://s2.adresowa.pl/oi/79/1e/3a43e2_fc6a_cover-3-pokojowe-mieszkanie-warszawa-ochota-ul-szczesliwicka.jpg
Warszawa Bemowo,ul. Romualda Millera,2pok.,48m²,720 000,15 000,owner,6 dni temu,16,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-romualda-millera-2-pokojowe-a0i3v9,https://s2.adresowa.pl/oi/60/10/3a59ea_a8fb_cover-2-pokojowe-mieszkanie-warszawa-bemowo-ul-romualda-millera.jpg
,,,,,,unknown,,,,
,,,,,,unknown,,,,
Warszawa,ul. Mińska,2pok.,39m²,725 755,18 500,owner,6 dni temu,6,https://adresowo.pl/o/mieszkanie-warszawa-ul-minska-2-pokojowe-a0z1u9,https://s2.adresowa.pl/oi/7f/5c/3a58cc_c333_cover-2-pokojowe-mieszkanie-warszawa-ul-minska.jpg
Warszawa Wola,ul. Góralska,2pok.,37m²,719 000,19 359,owner,6 dni temu,9,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-goralska-2-pokojowe-v4d9i2,https://s2.adresowa.pl/oi/70/11/3a58bc_6f6b_cover-2-pokojowe-mieszkanie-warszawa-wola-ul-goralska.jpg
Warszawa Ursus,ul. Śmigielska,2pok.,50m²,861 996,17 400,owner,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-smigielska-2-pokojowe-n1j2s8,https://s2.adresowa.pl/oi/7f/2c/3a436c_e8a1_cover-2-pokojowe-mieszkanie-warszawa-ursus-ul-smigielska.jpg
Warszawa Rembertów,ul. Ignacego Paderewskiego,2pok.,47m²,649 000,13 809,owner,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-warszawa-rembertow-ul-ignacego-paderewskiego-2-pokojowe-e1p6t3,https://s2.adresowa.pl/oi/6d/53/3a4362_8a6a_cover-2-pokojowe-mieszkanie-warszawa-rembertow-ul-ignacego-paderewskiego.jpg
Warszawa Mokotów,ul. Łukowa,1pok.,32m²,489 000,15 186,owner,6 dni temu,2,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-lukowa-1-pokoj-m4d5q2,https://s2.adresowa.pl/oi/2a/50/3a57f6_51f7_cover-1-pokojowe-mieszkanie-warszawa-mokotow-ul-lukowa.jpg
,,,,,,unknown,,,,
,,,,,,unknown,,,,
Warszawa Praga-Południe,ul. Czapelska,2pok.,30m²,539 000,17 967,owner,6 dni temu,15,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-czapelska-2-pokojowe-z6u3q9,https://s2.adresowa.pl/oi/31/4e/3a57ca_333c_cover-2-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-czapelska.jpg
Warszawa Górny Mokotów,al. Niepodległości,3pok.,55m²,1 499 000,27 077,owner,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-warszawa-gorny-mokotow-al-niepodleglosci-3-pokojowe-f6j3o6,https://s2.adresowa.pl/oi/68/22/3975ae_6315_cover-3-pokojowe-mieszkanie-warszawa-gorny-mokotow-al-niepodleglosci.jpg
Warszawa Bemowo,ul. Wrocławska,4pok.,86m²,1 000 000,11 628,owner,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-wroclawska-4-pokojowe-i5j6p1,https://s2.adresowa.pl/oi/2d/7e/3a4360_54e8_cover-4-pokojowe-mieszkanie-warszawa-bemowo-ul-wroclawska.jpg
Warszawa Ursynów,ul. Kłobucka,3pok.,63m²,999 000,15 857,owner,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-klobucka-3-pokojowe-m7f9w8,https://s2.adresowa.pl/oi/3c/39/3a435c_a340_cover-3-pokojowe-mieszkanie-warszawa-ursynow-ul-klobucka.jpg
Warszawa Białołęka,ul. Krzyżówki,2pok.,60m²,970 000,16 167,owner,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-krzyzowki-2-pokojowe-e7u5a2,https://s2.adresowa.pl/oi/1c/41/3a5650_52e1_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-krzyzowki.jpg
Warszawa Białołęka,ul. Leona Berensona,2pok.,45m²,649 000,14 387,owner,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-leona-berensona-2-pokojowe-q9g3q4,https://s2.adresowa.pl/oi/4a/55/3a564e_5675_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-leona-berensona.jpg
,,,,,,unknown,,,,
,,,,,,unknown,,,,
Warszawa Włochy,ul. Wiktoryn,2pok.,33m²,595 000,18 146,owner,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-wiktoryn-2-pokojowe-i7u3w9,https://s2.adresowa.pl/oi/4f/7f/3a5642_f2fa_cover-2-pokojowe-mieszkanie-warszawa-wlochy-ul-wiktoryn.jpg
Warszawa Wola,ul. Jana Kazimierza,2pok.,58m²,1 250 000,21 552,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-jana-kazimierza-2-pokojowe-a6k4n3,https://s2.adresowa.pl/oi/3b/7b/3a4358_c4ca_cover-2-pokojowe-mieszkanie-warszawa-wola-ul-jana-kazimierza.jpg
